episode,episode_seed,episode_return,decision_count,normal_action_count,forced_action_count,random_action_count,policy_action_count,local_action_count,edge_action_count,cloud_action_count,drop_action_count,total_jobs,completed_jobs,dropped_jobs,unresolved_jobs,simulation_end_time,episode_updates,global_decision_steps,global_normal_action_steps,replay_size,replay_trainable_size,replay_forced_size,masac_update_step,critic_loss,q1_loss,q2_loss,actor_loss,alpha_loss,alpha,policy_entropy,target_entropy,mean_q1,mean_q2,mean_target_q,wall_time_seconds,per_agent_returns
35,76,-1445.0916335493746,3141,3039,102,0,3039,699,2141,199,102,1000,505,495,0,6400.152576878485,3141,116909,113222,116909,113222,3687,115892,1.6162289852968488,0.8087631735176237,0.80746581241256,-103.14560191565279,8.513921121734591e-05,0.7128825187683105,2.1576615670273083,2.15788248548535,101.7513387510633,101.750982297298,101.74598791492247,69.88387550017796,"{""DC-1"": -345.29913243129084, ""DC-2"": -267.12832517150974, ""DC-3"": -372.2121777150873, ""DC-4"": -243.37556902855533, ""DC-5"": -217.07642920292218}"
36,77,-1527.5332411335598,3434,3322,112,0,3322,685,2434,203,112,1000,487,513,0,6287.772576878486,3434,120343,116544,120343,116544,3799,119326,1.7764945415195228,0.8768432499015304,0.8996512932257036,-103.29587805319748,0.0001229505230657131,0.7173516750335693,2.157858752065713,2.158191433463877,101.87945601519417,101.8787710359781,101.87384948108387,76.30769650009461,"{""DC-1"": -284.5853524729466, ""DC-2"": -347.7605598927181, ""DC-3"": -349.7261004777079, ""DC-4"": -279.32025126481483, ""DC-5"": -266.1409770253567}"
37,78,-1461.598182776901,3194,3081,113,0,3081,680,2194,207,113,1000,510,490,0,6140.108939287877,3194,123537,119625,123537,119625,3912,122520,1.7715479077242955,0.8593775625845083,0.9121703445122962,-103.37067033054684,3.72171799371482e-05,0.7183145880699158,2.157970085992019,2.158054921129904,101.96849063163857,101.96962264603798,101.96333846377073,70.58525260002352,"{""DC-1"": -273.44095589623817, ""DC-2"": -319.416174772989, ""DC-3"": -344.6586699500939, ""DC-4"": -240.61411304366902, ""DC-5"": -283.468269113905}"
38,79,-1497.1529292215432,3364,3253,111,0,3253,684,2364,205,111,1000,508,492,0,6067.088939287877,3364,126901,122878,126901,122878,4023,125884,1.5416628671156665,0.7519171550520004,0.7897457161411093,-103.42621280293686,-0.0001469467591285162,0.711915135383606,2.158689899124232,2.1582059741870685,102.02364761679124,102.02522467659713,102.01937735350039,76.92231780011207,"{""DC-1"": -256.1790891089496, ""DC-2"": -306.3230497764943, ""DC-3"": -347.90161604602616, ""DC-4"": -301.976671040377, ""DC-5"": -284.7725032496856}"
39,80,-1486.234300785148,3067,2960,107,0,2960,713,2067,180,107,1000,480,520,0,6041.7689392878765,3067,129968,125838,129968,125838,4130,128951,1.917772935337184,0.9287231281195668,0.989049802733179,-103.43066644559748,-6.49559155696706e-05,0.710788369178772,2.1583033652814003,2.1580954663793155,102.02852299767672,102.02722533642371,102.02222260287658,70.72633239999413,"{""DC-1"": -296.19234833568595, ""DC-2"": -341.1528265676801, ""DC-3"": -357.5010796248161, ""DC-4"": -254.96309751164304, ""DC-5"": -236.42494874531621}"
40,81,-1504.7223311145303,3177,3067,110,0,3067,706,2177,184,110,1000,481,519,0,6150.618939287877,3177,133145,128905,133145,128905,4240,132128,1.8887730245090033,0.9264320886131349,0.9623409376242531,-103.2608785512202,5.635932775836955e-06,0.711093544960022,2.158119875190766,2.158099467701082,101.87610357498875,101.87529029161779,101.87206199389041,73.02872779988684,"{""DC-1"": -336.0681346218853, ""DC-2"": -299.2766656858531, ""DC-3"": -335.62878559249157, ""DC-4"": -282.06620704461454, ""DC-5"": -251.68253816967476}"
41,82,-1504.4324061169527,3177,3071,106,0,3071,706,2177,188,106,1000,475,525,0,6030.2820798185385,3177,136322,131976,136322,131976,4346,135305,2.0856687744289664,1.0093946442392625,1.0762741270213898,-103.16257569502463,-0.00027402042346537614,0.7015392184257507,2.1591306335339953,2.1583070784272507,101.76364804785095,101.7653964375564,101.75689612494574,72.9168499999214,"{""DC-1"": -300.86502843761536, ""DC-2"": -299.99213823440374, ""DC-3"": -328.41461341109124, ""DC-4"": -263.67223727438125, ""DC-5"": -311.4883887594459}"
42,83,-1545.905751131646,3385,3263,122,0,3263,669,2385,209,122,1000,485,515,0,6092.512079818538,3385,139707,135239,139707,135239,4468,138690,1.764688384092717,0.8447154439160356,0.9199729380306501,-102.96628525478977,0.00025255514420238783,0.7098859548568726,2.1572387818571737,2.1579313142965253,101.58304068087827,101.58354687373783,101.57732957307486,78.07960440008901,"{""DC-1"": -313.91774584102177, ""DC-2"": -302.162610912993, ""DC-3"": -384.6924470968875, ""DC-4"": -278.63658925726253, ""DC-5"": -266.49635802346376}"
43,84,-1553.376615013381,3305,3187,118,0,3187,681,2305,201,118,1000,464,536,0,6261.942576878485,3305,143012,138426,143012,138426,4586,141995,1.7477696878511497,0.8553252403701849,0.8924444566561126,-102.81657803949538,4.8126235709782076e-05,0.7106063961982727,2.1577057995702424,2.157806673785742,101.43042777287978,101.42927732020391,101.42501577818808,78.52529569994658,"{""DC-1"": -306.11596348181234, ""DC-2"": -279.5625105879307, ""DC-3"": -353.18365619406956, ""DC-4"": -305.3165834675787, ""DC-5"": -309.1979012819753}"
44,85,-1512.4910068152203,3388,3281,107,0,3281,709,2388,184,107,1000,494,506,0,6467.1325768784845,3388,146400,141707,146400,141707,4693,145383,1.7478480792418563,0.8586331096509694,0.8892149707124324,-102.60135666172789,-4.209208680618359e-05,0.7102617621421814,2.1580899103050952,2.1579417216172607,101.21929789996908,101.21818606884449,101.21426790410823,79.31193620013073,"{""DC-1"": -283.7501926523354, ""DC-2"": -327.48715861303856, ""DC-3"": -299.4412262741511, ""DC-4"": -290.62003006352154, ""DC-5"": -311.19239921215444}"
45,86,-1463.7973428307364,3216,3116,100,0,3116,695,2216,205,100,1000,488,512,0,6299.202576878485,3216,149616,144823,149616,144823,4793,148599,1.690434933570561,0.8581634102880362,0.8322715267321252,-102.47421952385214,3.054405951571873e-05,0.7106818556785583,2.158020735231798,2.158065620346449,101.09006741509509,101.09110748471312,101.08575819499457,74.64886720012873,"{""DC-1"": -294.2104527767608, ""DC-2"": -300.1098644931711, ""DC-3"": -333.1321372688903, ""DC-4"": -264.42987376754616, ""DC-5"": -271.9150145243561}"
46,87,-1477.357668705307,3129,3017,112,0,3017,670,2129,218,112,1000,489,511,0,6156.645351571025,3129,152745,147840,152745,147840,4905,151728,1.7186598876826333,0.8881851010984146,0.8304747875866779,-102.36055542021447,8.197943819508185e-05,0.7134041786193848,2.15760064231736,2.157817135149772,100.97761833115331,100.97702327007758,100.97130183862703,73.94879289995879,"{""DC-1"": -305.7108354296707, ""DC-2"": -264.98542422355524, ""DC-3"": -326.07950047230287, ""DC-4"": -306.45419132509505, ""DC-5"": -274.1277172546699}"
47,88,-1498.551226194269,3152,3041,111,0,3041,689,2152,200,111,1000,491,509,0,6114.862079818538,3152,155897,150881,155897,150881,5016,154880,1.553538793820869,0.7723943051376243,0.781144494819573,-102.28555245810959,-0.00013820750938449528,0.7090237140655518,2.158195966996517,2.157762653104545,100.8971304409395,100.89740511366558,100.89307634721553,74.29329450009391,"{""DC-1"": -308.709649734304, ""DC-2"": -301.1996638549465, ""DC-3"": -327.48457078058914, ""DC-4"": -310.57550576019185, ""DC-5"": -250.58183606422512}"
48,89,-1459.8170382280803,3059,2950,109,0,2950,694,2059,197,109,1000,495,505,0,6062.2420798185385,3059,158956,153831,158956,153831,5125,157939,1.3459565651040717,0.6778645039228257,0.6680920608597435,-102.09265007774749,0.0001269363731963468,0.7115622758865356,2.1573471805557545,2.1576641708778066,100.71862688217338,100.71833186478504,100.71510804529555,69.28182190004736,"{""DC-1"": -299.5943600894584, ""DC-2"": -289.5347170100612, ""DC-3"": -327.115002846396, ""DC-4"": -219.28609406587958, ""DC-5"": -324.2868642162672}"
49,90,-1549.8093819231747,3375,3260,115,0,3260,676,2375,209,115,1000,475,525,0,6316.982576878485,3375,162331,157091,162331,157091,5240,161314,1.4051449613306257,0.7046062040041994,0.7005387549621087,-101.90796628146701,-0.00016322900323386958,0.7069208025932312,2.1582877573083947,2.157794080734253,100.53399315275969,100.53402507640698,100.5306383440936,78.87221239996143,"{""DC-1"": -340.1172012775373, ""DC-2"": -327.39606179085393, ""DC-3"": -338.25136687372526, ""DC-4"": -297.9941050271828, ""DC-5"": -246.05064695386287}"
50,91,-1497.6518082904106,3424,3316,108,0,3316,669,2424,223,108,1000,500,500,0,6303.932576878486,3424,165755,160407,165755,160407,5348,164738,1.3120507177696608,0.6651322255912019,0.6469184902766458,-101.57673149911042,-4.8444356541728676e-05,0.7052497863769531,2.157897978533651,2.1577277441169613,100.21166015785431,100.21244587408047,100.20984379821849,80.25370849994943,"{""DC-1"": -281.02618650704284, ""DC-2"": -284.74092259620494, ""DC-3"": -353.921038787654, ""DC-4"": -296.67154621794754, ""DC-5"": -281.2921141815477}"
51,92,-1513.221756429727,3123,3001,122,0,3001,684,2123,194,122,1000,485,515,0,6055.925351571024,3123,168878,163408,168878,163408,5470,167861,1.4643356223214028,0.7399883903073952,0.7243472305467943,-101.30267166152353,3.72028311769625e-05,0.705933690071106,2.157571128038424,2.1576420112637957,99.93883201948466,99.93597537189426,99.93400621856973,68.81556320004165,"{""DC-1"": -337.376887618081, ""DC-2"": -313.25849175496865, ""DC-3"": -328.4299326502999, ""DC-4"": -254.97954556928536, ""DC-5"": -279.1768988370829}"
52,93,-1461.3287099152476,3391,3289,102,0,3289,694,2391,204,102,1000,501,499,0,6222.052576878485,3391,172269,166697,172269,166697,5572,171252,1.3300290092346907,0.6672866220641754,0.6627423822071236,-101.00616222438964,-0.00011542557620074555,0.7014014720916748,2.1582119852981183,2.1578569918457857,99.64413762633971,99.64480515673814,99.64242753951608,82.88378419983201,"{""DC-1"": -307.2654763647096, ""DC-2"": -355.4213162199371, ""DC-3"": -307.4752759576647, ""DC-4"": -231.7224905433176, ""DC-5"": -259.44415082960273}"
53,94,-1484.6961308387126,3211,3114,97,0,3114,726,2211,177,97,1000,487,513,0,6297.772576878486,3211,175480,169811,175480,169811,5669,174463,1.408965799424998,0.7172249342488634,0.6917408683410652,-100.7304273502584,0.0001910364025125088,0.7069956064224243,2.1573736693620758,2.1578744032493598,99.36858510956219,99.3684083860784,99.36557245150566,75.46934269997291,"{""DC-1"": -343.4976553138874, ""DC-2"": -297.21441658562554, ""DC-3"": -337.2556974249161, ""DC-4"": -245.71996120265675, ""DC-5"": -261.00840031161636}"
54,95,-1547.5184319169152,3277,3165,112,0,3165,717,2277,171,112,1000,467,533,0,6266.622576878485,3277,178757,172976,178757,172976,5781,177740,1.3938495097798402,0.7154985443598838,0.6783509736617491,-100.55740262853107,-8.052064070503233e-05,0.7038347721099854,2.1581071955349374,2.1578401076491738,99.1957309107101,99.19560194903116,99.19300135221647,79.13534420006908,"{""DC-1"": -314.00193961219884, ""DC-2"": -333.7642659875419, ""DC-3"": -387.7465197045591, ""DC-4"": -281.52714795838807, ""DC-5"": -230.47855865420962}"
55,96,-1537.7745195250711,3340,3209,131,0,3209,673,2340,196,131,1000,499,501,0,6255.252576878485,3340,182097,176185,182097,176185,5912,181080,1.3249588991710526,0.6659088695209897,0.6590500249432589,-100.19091618931935,-0.00018325678053176766,0.697498619556427,2.1582237290051167,2.1576675819779583,98.84217478814953,98.84189304877184,98.83890953520815,79.98257100000046,"{""DC-1"": -361.6548810896427, ""DC-2"": -288.81567474553634, ""DC-3"": -300.1404862110841, ""DC-4"": -328.15009329618755, ""DC-5"": -259.01338418260326}"
56,97,-1531.5516881281183,3366,3248,118,0,3248,668,2366,214,118,1000,479,521,0,6269.292576878485,3366,185463,179433,185463,179433,6030,184446,1.3353573845935165,0.6837039505415422,0.6516534326530538,-99.7583044894168,0.0002259951064031653,0.7050132751464844,2.1574191126310605,2.1580307643043803,98.41350060166593,98.41314976964759,98.41099735561468,79.48763550003059,"{""DC-1"": -343.69442498967675, ""DC-2"": -291.82348339086406, ""DC-3"": -316.44598571413223, ""DC-4"": -283.05973415728363, ""DC-5"": -296.52805987614596}"
57,98,-1528.9538151656168,3299,3171,128,0,3171,661,2299,211,128,1000,492,508,0,6119.968939287877,3299,188762,182604,188762,182604,6158,187745,1.3418297246934139,0.6858340727990235,0.6559956539043985,-99.4678504506759,-3.126358963288288e-05,0.7035174369812012,2.157777945248782,2.1576502561641484,98.11363902674476,98.11284677228555,98.11280203198042,78.7886977000162,"{""DC-1"": -306.5266824038637, ""DC-2"": -286.6927844828296, ""DC-3"": -381.9352622704838, ""DC-4"": -294.70312406667654, ""DC-5"": -259.09596194175083}"
58,99,-1514.5518184555083,3183,3065,118,0,3065,704,2183,178,118,1000,470,530,0,6228.588939287876,3183,191945,185669,191945,185669,6276,190928,1.2554329617327578,0.6480790002050918,0.6073539604883766,-99.26043338757658,-5.8542272566871535e-05,0.7022342681884766,2.158183690627491,2.1579802871462013,97.91371889920345,97.9116182438128,97.91003422522897,75.27279099985026,"{""DC-1"": -325.51327234956545, ""DC-2"": -343.5189327942766, ""DC-3"": -365.4229767000051, ""DC-4"": -221.890563239721, ""DC-5"": -258.2060733719236}"
59,100,-1494.393139003258,3166,3064,102,0,3064,706,2166,192,102,1000,469,531,0,6260.5525768784855,3166,195111,188733,195111,188733,6378,194094,1.3839538084014789,0.727152827559998,0.6568009849856604,-99.00014808640326,9.815281404703573e-05,0.7045010328292847,2.1577276513309926,2.157964864262131,97.6586646672223,97.65690757380358,97.65585636565449,76.03898089984432,"{""DC-1"": -322.88750988674303, ""DC-2"": -294.7241376625752, ""DC-3"": -367.203878680448, ""DC-4"": -265.9300899032904, ""DC-5"": -243.64752287018754}"
60,101,-1473.8277843816977,3070,2966,104,0,2966,705,2070,191,104,1000,482,518,0,6101.762079818538,3070,198181,191699,198181,191699,6482,197164,1.3161023542333503,0.6780026405709962,0.6380997150893708,-98.9069361733303,-2.1659976513434432e-05,0.7038053274154663,2.158104743398362,2.1580062004176335,97.55510237007266,97.55427250069981,97.55162373645298,74.24092539981939,"{""DC-1"": -287.9804392646648, ""DC-2"": -320.741280873286, ""DC-3"": -323.4448179181715, ""DC-4"": -247.18551295565078, ""DC-5"": -294.47573336991434}"
61,102,-1514.226109962875,3295,3175,120,0,3175,676,2295,204,120,1000,490,510,0,6066.158939287877,3295,201476,194874,200000,193425,6575,200459,1.3377438798840744,0.6867745813722856,0.6509693035858716,-98.71211105832923,-0.0002007112788732131,0.6970460414886475,2.1583068735501834,2.1577179452175437,97.37173077318484,97.37375220152605,97.37085473577241,79.45280200010166,"{""DC-1"": -289.386797701192, ""DC-2"": -342.949168680561, ""DC-3"": -321.32608616498334, ""DC-4"": -263.9883950658838, ""DC-5"": -296.5756623502416}"
62,103,-1500.9780622984445,3458,3345,113,0,3345,667,2458,220,113,1000,503,497,0,6592.778939287875,3458,204934,198219,200000,193372,6628,203917,1.29395576089431,0.6721122225713116,0.621843540078991,-98.35240107150764,0.00011076476471172053,0.6997702717781067,2.1578380878844516,2.1580990384671646,97.02513058355187,97.0249533159599,97.02365793390312,81.09642590000294,"{""DC-1"": -339.72782084344004, ""DC-2"": -292.36170504669667, ""DC-3"": -317.20698287589545, ""DC-4"": -273.3521196516602, ""DC-5"": -278.32943388073596}"
63,104,-1468.108847218814,2974,2873,101,0,2873,723,1974,176,101,1000,473,527,0,5851.745776770987,2974,207908,201092,200000,193352,6648,206891,1.212932225464572,0.634294444395739,0.5786377837093548,-97.93689847842269,-0.0001186408060060303,0.6961576342582703,2.1584696330395654,2.158100429604177,96.6235203284422,96.62280055381503,96.62174815913536,70.82402699999511,"{""DC-1"": -318.8370697364564, ""DC-2"": -287.4964918185434, ""DC-3"": -365.90855778558665, ""DC-4"": -228.96181407498423, ""DC-5"": -266.90491380322914}"
64,105,-1473.799602813398,3123,3018,105,0,3018,697,2123,198,105,1000,486,514,0,6018.748939287877,3123,211031,204110,200000,193283,6717,210014,1.1991476355418158,0.619002888056089,0.5801447492606969,-97.5656631034878,-1.9524810647322362e-05,0.6955466866493225,2.157879349897582,2.1577973461212197,96.2465065434847,96.24639394456592,96.24464445330949,73.50958409998566,"{""DC-1"": -258.30828577581906, ""DC-2"": -285.3440169495293, ""DC-3"": -404.2394732713256, ""DC-4"": -257.36681688228384, ""DC-5"": -268.54100993442495}"
65,106,-1498.2050904515038,3150,3036,114,0,3036,716,2150,170,114,1000,476,524,0,5994.765351571024,3150,214181,207146,200000,193245,6755,213164,1.3191867828747583,0.6808649863988634,0.6383217967975707,-97.16373818291558,7.96125774892668e-05,0.6973117589950562,2.1579854256766184,2.158157726469494,95.84043017190601,95.84027543809678,95.83862292577349,75.58831369993277,"{""DC-1"": -356.1594476648069, ""DC-2"": -301.7850228383148, ""DC-3"": -374.88254286125624, ""DC-4"": -222.94896026212996, ""DC-5"": -242.42911682498206}"
66,107,-1495.3206417880338,3115,3018,97,0,3018,723,2115,180,97,1000,469,531,0,6255.252576878485,3115,217296,210164,200000,193236,6764,216279,1.290483960437545,0.6678670604720736,0.6226168979084894,-96.91532220733299,3.0552619062124915e-05,0.6984786987304688,2.158047116128055,2.1580927573275988,95.58742469554919,95.58661394195802,95.58481184223108,75.28167320019566,"{""DC-1"": -290.7675007993531, ""DC-2"": -331.6128386842008, ""DC-3"": -342.6623344496231, ""DC-4"": -252.63747793809065, ""DC-5"": -277.6404899167534}"
67,108,-1509.8211589499665,3324,3212,112,0,3212,688,2324,200,112,1000,481,519,0,6310.492576878485,3324,220620,213376,200000,193245,6755,219603,1.2836072070952214,0.6621275268602672,0.6214796762675872,-96.82737336003824,7.600176382453207e-05,0.701463520526886,2.1578154236114124,2.1579958607860705,95.49653495347887,95.4954624612122,95.49632985267685,69.51448360015638,"{""DC-1"": -271.8002570171013, ""DC-2"": -345.1143566829619, ""DC-3"": -342.26855213868964, ""DC-4"": -292.8693400524947, ""DC-5"": -257.76865305869933}"
68,109,-1476.8428630923327,2974,2873,101,0,2873,710,1974,189,101,1000,477,523,0,6321.782576878485,2974,223594,216249,200000,193236,6764,222577,1.1879032066326134,0.6121543399092729,0.5757488684569659,-96.64092363410134,-0.00017784482755198156,0.6960532069206238,2.158491196212307,2.1579678464272556,95.31252816513872,95.31294980591066,95.31069180527709,72.97862099995837,"{""DC-1"": -350.0887458806286, ""DC-2"": -292.45398064586345, ""DC-3"": -316.1095225686339, ""DC-4"": -268.2198911688957, ""DC-5"": -249.97072282830328}"
69,110,-1506.7375663132284,3249,3141,108,0,3141,698,2249,194,108,1000,485,515,0,6321.262576878486,3249,226843,219390,200000,193248,6752,225826,1.1898410314319683,0.6083629892152359,0.5814780391851327,-96.50990236704443,0.00015678549358710388,0.7009879350662231,2.1575431471496187,2.1579372220936097,95.17825726444224,95.17846666067774,95.17640965943998,80.28809859999456,"{""DC-1"": -313.1650125440316, ""DC-2"": -309.29615710136324, ""DC-3"": -408.2747869282317, ""DC-4"": -241.3343471910088, ""DC-5"": -234.6672625485796}"
70,111,-1464.3728521266146,3131,3026,105,0,3026,694,2131,201,105,1000,494,506,0,6094.508939287876,3131,229974,222416,200000,193241,6759,228957,1.455453142347674,0.7439351321713531,0.7115180059310843,-96.5984861141803,-6.468853200124728e-05,0.699121356010437,2.1583233500242764,2.1581157415067755,95.26276493468478,95.26372821701864,95.26149644245548,75.08990009990521,"{""DC-1"": -294.2925719677625, ""DC-2"": -302.06207048014, ""DC-3"": -313.8434871577291, ""DC-4"": -305.7695863775492, ""DC-5"": -248.40513614342115}"
